JK,Symbol,Name,Market type,Industry,Turnover,Market cap.,Amplitude,P/E,Turnover Ratio
,1419,Tama Home,JPX,Construction,473M,114.649B,1.14%,13.254,0.89%
,1420,Sanyo Homes,JPX,Construction,3.83M,8.184B,0.54%,-33.183,0.20%
,1429,Nippon Aqua,JPX,Construction,143M,28.456B,2.28%,14.196,1.34%
,1430,First-corp,JPX,Construction,13M,9.117B,0.66%,6.667,0.28%
,1431,Lib Work,JPX,Construction,150M,16.804B,2.18%,91.071,2.54%
,1433,Besterra,JPX,Construction,26.1M,8.959B,0.99%,38.765,0.48%
,1434,JESCO Holdings,JPX,Construction,25.3M,6.133B,2.52%,5.118,0.82%
,1436,GreenEnergy,JPX,Construction,63.7M,8.64B,3.18%,26.717,3.29%
,1438,Gifu Landscape Architect,JPX,Construction,5.61M,6.423B,5.62%,21.505,0.31%
,1439,Yasue,JPX,Construction,1.07M,1.746B,2.12%,9.103,0.18%
,1443,Giken Holdings,JPX,Construction,3.56M,3.312B,1.47%,10.064,0.25%
,1444,Nissou,JPX,Construction,33M,3.045B,1.89%,43.789,3.06%
,1446,Candeal,JPX,Construction,6.61M,5.868B,0.79%,26.098,0.30%
,1447,ITbook Holdings,JPX,Construction,41M,6.894B,4.03%,40.751,0.80%
,1450,Tanaken,JPX,Construction,2.78M,10.104B,0.65%,9.297,0.13%
,1451,KHC,JPX,Construction,368K,2.938B,0.14%,8.254,0.04%
,1711,SDS Holdings,JPX,Construction,28.5M,3.795B,2.57%,-12.207,1.58%
,1712,Daiseki Eco Solution,JPX,Construction,166M,17.385B,2.88%,9.769,2.36%
,1716,Dai-Ichi Cutter Kogyo KK,JPX,Construction,26.4M,17.885B,1.08%,9.188,0.24%
,1718,MIKIKOGYO,JPX,Construction,14.7M,5.312B,1.70%,6.328,0.58%
,1719,HAZAMA ANDO,JPX,Construction,714M,182.155B,1.39%,13.12,0.48%
,1720,Tokyu Construction,JPX,Construction,171M,81.143B,1.18%,11.147,0.28%
,1721,Comsys Holdings,JPX,Construction,1.91B,372.333B,1.55%,13.662,0.56%
,1723,Nihon Dengi,JPX,Construction,30.4M,41.946B,0.95%,13.326,0.12%
,1724,Synclayer,JPX,Construction,2.33M,3.282B,1.12%,7.569,0.12%
,1726,Br.Holdings,JPX,Construction,20.1M,16.312B,0.83%,12.339,0.17%
,1730,ASO FOAM CRETE,JPX,Construction,21.6M,2.222B,2.98%,-125.676,3.86%
,1736,OTEC,JPX,Construction,2.66M,19.605B,2.22%,14.139,0.03%
,1743,Koatsu Kogyo,JPX,Construction,2.38M,3.193B,1.22%,14.025,0.19%
,1757,Souken Ace,JPX,Construction,4.18M,8.022B,3.45%,25,0.07%
,1758,Taiyo Kisokogyo,JPX,Construction,69.8M,3.887B,2.05%,18.099,3.98%
,1762,Takamatsu Construction Group,JPX,Construction,82.8M,107.763B,0.65%,11.757,0.17%
,1764,Kudo,JPX,Construction,22.3M,3.352B,5.00%,24.91,2.59%
,1766,Token,JPX,Construction,163M,163.881B,1.15%,18.325,0.27%
,1768,Sonec,JPX,Construction,39.7M,7.072B,1.25%,10.266,1.69%
,1770,Fujita Engineering,JPX,Construction,7.73M,11.907B,3.04%,9.314,0.17%
,1773,YTL Corp Bhd,JPX,Construction,5.72M,1.266T,2.61%,37.411,0.00%
,1775,Fuji Furukawa Engineering & Construction,JPX,Construction,52.2M,66.636B,1.74%,12.309,0.38%
,1776,Sumiken Mitsui Road,JPX,Construction,6.2M,9.799B,1.86%,15.464,0.18%
,1780,Yamaura,JPX,Construction,39.1M,25.760B,1.47%,34.578,0.26%
,1786,Oriental Shiraishi,JPX,Construction,48.7M,48.49B,1.09%,10.252,0.16%
,1787,Nakabohtec Corrosion Protecting,JPX,Construction,532K,13.093B,0.00%,14.575,0.01%
,1788,Santo,JPX,Construction,27.3M,2.262B,3.96%,9.957,2.95%
,1789,ETS Holdings,JPX,Construction,4.5M,4.802B,1.48%,63.149,0.31%
,1793,Ohmoto Gumi,JPX,Construction,1.12M,31.877B,0.13%,63.545,0.03%
,1795,Masaru,JPX,Construction,4.14M,3.695B,1.93%,10.645,0.24%
,1798,Moriya,JPX,Construction,383K,8.330B,0.00%,9.326,0.02%
,1799,Daiichi Kensetsu,JPX,Construction,20.7M,40.357B,3.85%,16.161,0.11%
,1801,Taisei,JPX,Construction,4.28B,1.092T,2.33%,27.476,0.45%
,1802,Obayashi,JPX,Construction,11.2B,1.363T,3.26%,18.158,0.92%
,1803,Shimizu,JPX,Construction,4.01B,640.123B,1.46%,38.405,0.89%
,1805,Tobishima,JPX,Construction,107M,28.708B,1.01%,9.445,0.45%
,1807,Watanabe Sato,JPX,Construction,2.35M,11.222B,1.49%,24.61,0.07%
,1808,HASEKO,JPX,Construction,1.99B,482.284B,1.39%,8.606,0.58%
,1810,Matsui Construction,JPX,Construction,19.2M,24.669B,1.86%,14.835,0.14%
,1811,The Zenitaka,JPX,Construction,22.2M,31.01B,2.30%,13.81,0.25%
,1812,Kajima,JPX,Construction,4.17B,1.312T,1.55%,11.633,0.35%
,1813,Fudo Tetra,JPX,Construction,150M,37.706B,1.90%,18.767,0.69%
,1814,Daisue Construction,JPX,Construction,98.9M,17.663B,1.00%,14.447,0.87%
,1815,Tekken,JPX,Construction,117M,38.802B,0.98%,17.218,0.43%
,1820,Nishimatsu Construction,JPX,Construction,884M,178.369B,1.65%,14.398,0.59%
,1821,Sumitomo Mitsui Construction,JPX,Construction,76.4M,62.372B,0.50%,15.559,0.16%
,1822,Daiho,JPX,Construction,92.9M,59.550B,1.04%,-28.76,0.63%
,1826,Sata Construction,JPX,Construction,11.1M,11.473B,2.13%,8.742,0.17%
,1827,Nakano,JPX,Construction,25.6M,17.836B,2.11%,6.742,0.34%
,1828,Tanabe Engineering,JPX,Construction,12.4M,17.606B,2.11%,10.867,0.11%
,1833,Okumura,JPX,Construction,351M,183.408B,1.21%,14.677,0.23%
,1835,Totetsu Kogyo,JPX,Construction,118M,111.025B,1.72%,13.382,0.18%
,1840,Tsuchiya Holdings,JPX,Construction,2.23M,5.574B,0.45%,23.876,0.10%
,1841,Sanyu Construction,JPX,Construction,619K,3.34B,0.00%,31.103,0.04%
,1844,Ohmori,JPX,Construction,122M,5.186B,5.70%,15.166,3.07%
,1847,ICHIKEN,JPX,Construction,109M,19.353B,4.18%,6.61,0.94%
,1848,Fuji P.S,JPX,Construction,4.2M,8.179B,0.87%,19.675,0.11%
,1850,Nankai Tatsumura Construction,JPX,Construction,8.99M,9.773B,1.76%,5.152,0.46%
,1852,Asanuma,JPX,Construction,129M,60.272B,0.94%,14.338,0.26%
,1853,Mori-Gumi,JPX,Construction,6.51M,10.644B,1.52%,15.521,0.13%
,1860,Toda,JPX,Construction,601M,322.094B,1.81%,20.128,0.27%
,1861,Kumagai Gumi,JPX,Construction,389M,158.056B,1.22%,19.105,0.43%
,1866,Kitano Construction,JPX,Construction,43M,21.439B,6.08%,11.411,0.54%
,1867,UEKI,JPX,Construction,9.36M,10.975B,1.64%,8.238,0.13%
,1870,Yahagi Construction,JPX,Construction,81.7M,72.279B,1.68%,16.026,0.20%
,1871,P.S. Mitsubishi Construction,JPX,Construction,73.8M,46.782B,1.60%,9.239,0.65%
,1873,Nihon House Holdings,JPX,Construction,18.7M,13.719B,1.45%,-285.833,0.16%
,1879,Shinnihon,JPX,Construction,190M,97.268B,0.97%,7.917,0.41%
,1882,Toa Road,JPX,Construction,130M,60.951B,2.21%,19.857,0.37%
,1884,Nippon Road,JPX,Construction,151M,79.713B,1.10%,15.774,0.72%
,1885,Toa,JPX,Construction,199M,82.056B,0.88%,8.103,0.35%
,1887,JDC,JPX,Construction,54.8M,39.238B,0.86%,12.085,0.23%
,1888,Wakachiku Construction,JPX,Construction,36.3M,44.137B,2.27%,8.107,0.22%
,1890,TOYO Construction,JPX,Construction,499M,134.966B,1.41%,19.286,0.76%
,1893,Penta-Ocean Construction,JPX,Construction,906M,188.149B,1.24%,10.585,0.49%
,1897,Kaneshita Construction,JPX,Construction,1.78M,6.379B,0.61%,23.646,0.05%
,1898,Seikitokyu Kogyo,JPX,Construction,469M,63.747B,2.20%,23.257,1.42%
,1899,Fukuda,JPX,Construction,85.5M,47.995B,2.81%,14.497,0.29%
,1904,Taisei Oncho,JPX,Construction,31.8M,26.955B,1.39%,13.484,0.25%
,1905,TENOX,JPX,Construction,1.89M,8.259B,1.44%,17.556,0.04%
,1911,Sumitomo Forestry,JPX,Construction,6.69B,1.050T,1.78%,10.251,0.81%
,1914,Japan Foundation Engineering,JPX,Construction,40.1M,12.070B,2.43%,24.094,0.65%
,1921,Tomoe,JPX,Construction,38.7M,34.379B,2.33%,10.623,0.20%
,1925,Daiwa House Industry,JPX,Construction,5.17B,2.589T,0.76%,8.852,0.22%
,1926,Raito Kogyo,JPX,Construction,645M,99.251B,0.91%,12.399,0.67%
,1928,Sekisui House,JPX,Construction,6.93B,2.286T,1.37%,11.407,0.33%
,1929,Nittoc Construction,JPX,Construction,58.7M,47.153B,1.07%,15.376,0.33%
,1930,Hokuriku Electrical Construction,JPX,Construction,45.1M,33.588B,1.18%,15.205,0.37%
,1934,Yurtec,JPX,Construction,189M,107.559B,1.86%,14.318,0.37%
,1938,Nippon Rietec,JPX,Construction,28.2M,31.409B,1.50%,14.917,0.20%
,1939,Yondenko,JPX,Construction,102M,59.197B,2.17%,15.716,0.35%
,1941,Chudenko,JPX,Construction,119M,174.279B,1.26%,22.128,0.13%
,1942,Kandenko,JPX,Construction,866M,356.638B,1.80%,13.042,0.53%
,1944,Kinden,JPX,Construction,1.38B,658.284B,1.18%,19.838,0.38%
,1945,Tokyo Energy & Systems,JPX,Construction,131M,47.88B,2.37%,23.098,0.61%
,1946,Toenec,JPX,Construction,96.8M,114.44B,3.04%,12.245,0.26%
,1948,Kodensha,JPX,Construction,4.71M,11.763B,2.20%,21.179,0.12%
,1949,Sumitomo Densetsu,JPX,Construction,330M,130.115B,1.98%,13.024,0.63%
,1950,Nippon Densetsu Kogyo,JPX,Construction,85.7M,116.528B,1.58%,12.02,0.17%
,1951,Exeo Group,JPX,Construction,673M,333.21B,1.04%,16.821,0.23%
,1952,Shin Nippon Air Technologies,JPX,Construction,206M,90.126B,1.77%,12.74,0.44%
,1959,Kyudenko,JPX,Construction,1.98B,418.077B,1.50%,14.932,0.65%
,1960,Sanyo Engineering & Construction,JPX,Construction,5.36M,11.47B,1.07%,27.894,0.11%
,1961,Sanki Engineering,JPX,Construction,165M,113.03B,1.89%,12.901,0.18%
,1963,JGC Holdings,JPX,Construction,1.3B,307.24B,0.79%,-39.163,0.50%
,1964,Chugai Ro,JPX,Construction,101M,25.366B,2.65%,11.761,0.45%
,1965,Techno Ryowa,JPX,Construction,18.2M,36.272B,1.30%,16.048,0.09%
,1966,Takada,JPX,Construction,21.7M,9.505B,1.33%,13.237,0.42%
,1967,Yamato,JPX,Construction,32.9M,24.790B,1.80%,16.999,0.23%
,1968,Taihei Dengyo Kaisha,JPX,Construction,428M,108.505B,3.49%,12.701,0.65%
,1969,Takasago Thermal Engineering,JPX,Construction,1.13B,386.269B,2.05%,19.683,0.43%
,1972,Sanko Metal Industrial,JPX,Construction,27.6M,17.736B,1.53%,7.476,0.29%
,1975,Asahi Kogyosha,JPX,Construction,58.3M,35.631B,1.24%,14.34,0.26%
,1976,MEISEI INDUSTRIAL,JPX,Construction,72.7M,63.674B,1.38%,10.352,0.14%
,1979,Taikisha,JPX,Construction,501M,169.437B,3.16%,10.912,0.41%
,1980,Dai-Dan,JPX,Construction,479M,129.628B,2.45%,19.544,0.50%
,1981,Kyowanissei,JPX,Construction,4.58M,15.022B,0.97%,16.581,0.07%
,1982,Hibiya Engineering,JPX,Construction,190M,84.368B,3.91%,17.84,0.46%
,1992,Kanda Tsushinki,JPX,Construction,474K,5.600B,1.67%,14.8,0.02%
,1994,Takahashi Curtain Wall,JPX,Construction,3.96M,4.789B,1.67%,16.379,0.19%
,1997,Akatsuki Eazima,JPX,Construction,3.74M,3.583B,1.56%,11.359,0.22%
,3267,Phil,JPX,Construction,23.4M,3.796B,6.10%,98.743,1.22%
,5070,Draft,JPX,Construction,20.2M,6.267B,1.60%,12.18,0.86%
,5071,Vis,JPX,Construction,11.9M,8.469B,1.07%,9.983,0.50%
,5074,Tess Holdings,JPX,Construction,588M,30.943B,5.98%,4.324,3.35%
,5076,Infroneer Holdings,JPX,Construction,1.13B,321.322B,0.97%,9.995,0.51%
,5078,CEL,JPX,Construction,7.96M,12.959B,1.87%,11.828,0.55%
,5079,Novac,JPX,Construction,34.7M,15.529B,1.82%,7.558,0.47%
,6330,Toyo Engineering,JPX,Construction,75.2M,52.095B,1.13%,5.305,0.37%
,6366,Chiyoda,JPX,Construction,1.9B,81.090B,6.60%,-4.522,4.13%
,6379,Raiznext,JPX,Construction,109M,99.533B,1.13%,13.92,0.29%
,3105,Nisshinbo Holdings,JPX,Electric Appliances,615M,170.312B,1.22%,-8.495,0.44%
,3856,Abalance,JPX,Electric Appliances,113M,28.492B,0.00%,5.031,0.77%
,4062,Ibiden,JPX,Electric Appliances,11B,911.643B,2.91%,29.038,1.42%
,4902,Konica Minolta,JPX,Electric Appliances,721M,219.699B,1.19%,48.717,0.34%
,6276,Siriusvision,JPX,Electric Appliances,11.3M,2.337B,4.93%,25.803,0.81%
,6448,Brother Industries,JPX,Electric Appliances,3.03B,736.443B,1.56%,23.332,0.47%
,6479,Minebea Mitsumi,JPX,Electric Appliances,2.75B,1.326T,1.12%,24.654,0.23%
,6501,Hitachi,JPX,Electric Appliances,73.1B,16.92T,4.77%,5.766,2.32%
,6503,Mitsubishi Electric,JPX,Electric Appliances,21.2B,5.237T,1.05%,18.476,0.43%
,6504,Fuji Electric,JPX,Electric Appliances,4.99B,1.290T,1.52%,17.118,0.42%
,6505,Toyo Denki Seizo KK,JPX,Electric Appliances,11.2M,10.121B,1.01%,11.813,0.16%
,6506,YASKAWA Electric,JPX,Electric Appliances,5.63B,1.515T,0.94%,29.929,0.38%
,6507,Sinfonia Technology,JPX,Electric Appliances,313M,92.9B,2.74%,11.471,0.48%
,6508,Meidensha,JPX,Electric Appliances,1.15B,165.816B,2.96%,14.798,0.91%
,6513,Origin,JPX,Electric Appliances,7.21M,7.325B,1.43%,21.874,0.13%
,6516,Sanyo Denki,JPX,Electric Appliances,175M,85.153B,1.83%,8.23,0.30%
,6517,Denyo,JPX,Electric Appliances,75.8M,60.272B,1.94%,11.826,0.17%
,6518,Sanso Electric,JPX,Electric Appliances,506K,4.599B,0.00%,9.32,0.04%
,6521,Oxide,JPX,Electric Appliances,33.6M,28.283B,1.17%,-61.809,0.20%
,6522,Asterisk,JPX,Electric Appliances,192M,5.673B,6.80%,-33.236,7.97%
,6523,PHC Holdings,JPX,Electric Appliances,161M,147.757B,1.80%,-11.436,0.51%
,6524,Kohoku Kogyo,JPX,Electric Appliances,1.12B,69.957B,7.49%,36.741,4.87%
,6525,Kokusai Electric,JPX,Electric Appliances,7.86B,1.103T,3.59%,50.374,1.97%
,6526,Socionext,JPX,Electric Appliances,41.4B,679.545B,2.83%,26.264,7.82%
,6588,Toshiba Tec,JPX,Electric Appliances,133M,182.605B,1.87%,-27.841,0.16%
,6590,Shibaura Mechatronics,JPX,Electric Appliances,1.5B,108.768B,1.68%,12.457,1.47%
,6592,Mabuchi Motor,JPX,Electric Appliances,1.15B,303.628B,1.17%,15.888,0.45%
,6594,Nidec,JPX,Electric Appliances,17.3B,4.216T,1.53%,33.622,0.49%
,6597,HPC Systems,JPX,Electric Appliances,53.7M,5.716B,1.48%,31.377,1.31%
,6599,Ebrains,JPX,Electric Appliances,3.02M,3.513B,0.99%,8.242,0.29%
,6612,Balmuda,JPX,Electric Appliances,5.22M,10.746B,2.32%,-5.169,0.19%
,6613,QD Laser,JPX,Electric Appliances,97.4M,18.788B,1.54%,-29.683,0.53%
,6614,Shikino High-Tech,JPX,Electric Appliances,34.7M,8.604B,3.59%,18.059,0.72%
,6615,UMC Electronics,JPX,Electric Appliances,22.4M,11.283B,4.10%,11.047,0.52%
,6616,TOREX SEMICONDUCTOR,JPX,Electric Appliances,117M,20.206B,4.18%,-4.701,0.82%
,6617,Takaoka Toko,JPX,Electric Appliances,64.7M,32.99B,1.41%,11.378,0.33%
,6619,W-SCOPE,JPX,Electric Appliances,495M,28.341B,3.46%,30.478,1.89%
,6622,Daihen,JPX,Electric Appliances,1.1B,203.878B,2.73%,12.403,0.62%
,6626,SEMITEC,JPX,Electric Appliances,15.9M,23.249B,1.50%,11.207,0.10%
,6627,Tera Probe,JPX,Electric Appliances,228M,41.892B,3.30%,10.231,1.44%
,6629,Techno Horizon,JPX,Electric Appliances,42.5M,6.833B,2.63%,-4.399,0.87%
,6630,Ya-Man,JPX,Electric Appliances,115M,46.218B,0.96%,116.022,0.51%
,6632,JVCKenwood,JPX,Electric Appliances,652M,141.589B,1.39%,11.2,0.50%
,6633,C&G Systems,JPX,Electric Appliances,3.96M,3.116B,1.80%,45.556,0.19%
,6634,NCXX Group,JPX,Electric Appliances,9.82M,3.479B,1.56%,-5.289,0.71%
,6635,Di Nikko Engineering,JPX,Electric Appliances,15.7M,4.254B,2.24%,12.207,0.75%
,6637,Terasaki Electric,JPX,Electric Appliances,42.1M,31.269B,1.58%,13.333,0.36%
,6638,Mimaki Engineering,JPX,Electric Appliances,581M,57.016B,4.58%,15.392,2.89%
,6640,I-Pex,JPX,Electric Appliances,126M,38.159B,3.62%,-30.064,0.60%
,6643,Togami Electric Mfg,JPX,Electric Appliances,3.88M,13.723B,0.76%,9.576,0.04%
,6644,Osaki Electric,JPX,Electric Appliances,183M,32.558B,1.29%,25.319,0.76%
,6645,OMRON,JPX,Electric Appliances,4.91B,1.109T,1.89%,136.823,0.49%
,6647,MORIO DENKI,JPX,Electric Appliances,0,2.364B,0.00%,15.876,0.00%
,1417,MIRAIT One,JPX,Construction,613M,193.392B,1.90%,15.877,0.38%
,1418,Interlife Holdings,JPX,Construction,10.4M,3.460B,2.26%,8.985,0.86%
,1419,Tama Home,JPX,Construction,473M,114.649B,1.14%,13.254,0.89%
,1420,Sanyo Homes,JPX,Construction,3.83M,8.184B,0.54%,-33.183,0.20%
,1429,Nippon Aqua,JPX,Construction,143M,28.456B,2.28%,14.196,1.34%
,1430,First-corp,JPX,Construction,13M,9.117B,0.66%,6.667,0.28%
,1431,Lib Work,JPX,Construction,150M,16.804B,2.18%,91.071,2.54%
,1433,Besterra,JPX,Construction,26.1M,8.959B,0.99%,38.765,0.48%
,1434,JESCO Holdings,JPX,Construction,25.3M,6.133B,2.52%,5.118,0.82%
,1436,GreenEnergy,JPX,Construction,63.7M,8.64B,3.18%,26.717,3.29%
,1438,Gifu Landscape Architect,JPX,Construction,5.61M,6.423B,5.62%,21.505,0.31%
,1439,Yasue,JPX,Construction,1.07M,1.746B,2.12%,9.103,0.18%
,1443,Giken Holdings,JPX,Construction,3.56M,3.312B,1.47%,10.064,0.25%
,1444,Nissou,JPX,Construction,33M,3.045B,1.89%,43.789,3.06%
,1446,Candeal,JPX,Construction,6.61M,5.868B,0.79%,26.098,0.30%
,1447,ITbook Holdings,JPX,Construction,41M,6.894B,4.03%,40.751,0.80%
,1450,Tanaken,JPX,Construction,2.78M,10.104B,0.65%,9.297,0.13%
,1451,KHC,JPX,Construction,368K,2.938B,0.14%,8.254,0.04%
,1711,SDS Holdings,JPX,Construction,28.5M,3.795B,2.57%,-12.207,1.58%
,1712,Daiseki Eco Solution,JPX,Construction,166M,17.385B,2.88%,9.769,2.36%
,1716,Dai-Ichi Cutter Kogyo KK,JPX,Construction,26.4M,17.885B,1.08%,9.188,0.24%
,1718,MIKIKOGYO,JPX,Construction,14.7M,5.312B,1.70%,6.328,0.58%
,1719,HAZAMA ANDO,JPX,Construction,714M,182.155B,1.39%,13.12,0.48%
,1720,Tokyu Construction,JPX,Construction,171M,81.143B,1.18%,11.147,0.28%
,1721,Comsys Holdings,JPX,Construction,1.91B,372.333B,1.55%,13.662,0.56%
,1723,Nihon Dengi,JPX,Construction,30.4M,41.946B,0.95%,13.326,0.12%
,1724,Synclayer,JPX,Construction,2.33M,3.282B,1.12%,7.569,0.12%
,1726,Br.Holdings,JPX,Construction,20.1M,16.312B,0.83%,12.339,0.17%
,1730,ASO FOAM CRETE,JPX,Construction,21.6M,2.222B,2.98%,-125.676,3.86%
,1736,OTEC,JPX,Construction,2.66M,19.605B,2.22%,14.139,0.03%
,1743,Koatsu Kogyo,JPX,Construction,2.38M,3.193B,1.22%,14.025,0.19%
,1757,Souken Ace,JPX,Construction,4.18M,8.022B,3.45%,25,0.07%
,1758,Taiyo Kisokogyo,JPX,Construction,69.8M,3.887B,2.05%,18.099,3.98%
,1762,Takamatsu Construction Group,JPX,Construction,82.8M,107.763B,0.65%,11.757,0.17%
,1764,Kudo,JPX,Construction,22.3M,3.352B,5.00%,24.91,2.59%
,1766,Token,JPX,Construction,163M,163.881B,1.15%,18.325,0.27%
,1768,Sonec,JPX,Construction,39.7M,7.072B,1.25%,10.266,1.69%
,1770,Fujita Engineering,JPX,Construction,7.73M,11.907B,3.04%,9.314,0.17%
,1773,YTL Corp Bhd,JPX,Construction,5.72M,1.266T,2.61%,37.411,0.00%
,1775,Fuji Furukawa Engineering & Construction,JPX,Construction,52.2M,66.636B,1.74%,12.309,0.38%
,1776,Sumiken Mitsui Road,JPX,Construction,6.2M,9.799B,1.86%,15.464,0.18%
,1780,Yamaura,JPX,Construction,39.1M,25.760B,1.47%,34.578,0.26%
,1786,Oriental Shiraishi,JPX,Construction,48.7M,48.49B,1.09%,10.252,0.16%
,1787,Nakabohtec Corrosion Protecting,JPX,Construction,532K,13.093B,0.00%,14.575,0.01%
,1788,Santo,JPX,Construction,27.3M,2.262B,3.96%,9.957,2.95%
,1789,ETS Holdings,JPX,Construction,4.5M,4.802B,1.48%,63.149,0.31%
,1793,Ohmoto Gumi,JPX,Construction,1.12M,31.877B,0.13%,63.545,0.03%
,1795,Masaru,JPX,Construction,4.14M,3.695B,1.93%,10.645,0.24%
,1798,Moriya,JPX,Construction,383K,8.330B,0.00%,9.326,0.02%
,1799,Daiichi Kensetsu,JPX,Construction,20.7M,40.357B,3.85%,16.161,0.11%
,1801,Taisei,JPX,Construction,4.28B,1.092T,2.33%,27.476,0.45%
,1802,Obayashi,JPX,Construction,11.2B,1.363T,3.26%,18.158,0.92%
,1803,Shimizu,JPX,Construction,4.01B,640.123B,1.46%,38.405,0.89%
,1805,Tobishima,JPX,Construction,107M,28.708B,1.01%,9.445,0.45%
,1807,Watanabe Sato,JPX,Construction,2.35M,11.222B,1.49%,24.61,0.07%
,1808,HASEKO,JPX,Construction,1.99B,482.284B,1.39%,8.606,0.58%
,1810,Matsui Construction,JPX,Construction,19.2M,24.669B,1.86%,14.835,0.14%
,1811,The Zenitaka,JPX,Construction,22.2M,31.01B,2.30%,13.81,0.25%
,1812,Kajima,JPX,Construction,4.17B,1.312T,1.55%,11.633,0.35%
,1813,Fudo Tetra,JPX,Construction,150M,37.706B,1.90%,18.767,0.69%
,1814,Daisue Construction,JPX,Construction,98.9M,17.663B,1.00%,14.447,0.87%
,1815,Tekken,JPX,Construction,117M,38.802B,0.98%,17.218,0.43%
,1820,Nishimatsu Construction,JPX,Construction,884M,178.369B,1.65%,14.398,0.59%
,1821,Sumitomo Mitsui Construction,JPX,Construction,76.4M,62.372B,0.50%,15.559,0.16%
,1822,Daiho,JPX,Construction,92.9M,59.550B,1.04%,-28.76,0.63%
,1826,Sata Construction,JPX,Construction,11.1M,11.473B,2.13%,8.742,0.17%
,1827,Nakano,JPX,Construction,25.6M,17.836B,2.11%,6.742,0.34%
,1828,Tanabe Engineering,JPX,Construction,12.4M,17.606B,2.11%,10.867,0.11%
,1833,Okumura,JPX,Construction,351M,183.408B,1.21%,14.677,0.23%
,1835,Totetsu Kogyo,JPX,Construction,118M,111.025B,1.72%,13.382,0.18%
,1840,Tsuchiya Holdings,JPX,Construction,2.23M,5.574B,0.45%,23.876,0.10%
,1841,Sanyu Construction,JPX,Construction,619K,3.34B,0.00%,31.103,0.04%
,1844,Ohmori,JPX,Construction,122M,5.186B,5.70%,15.166,3.07%
,1847,ICHIKEN,JPX,Construction,109M,19.353B,4.18%,6.61,0.94%
,1848,Fuji P.S,JPX,Construction,4.2M,8.179B,0.87%,19.675,0.11%
,1850,Nankai Tatsumura Construction,JPX,Construction,8.99M,9.773B,1.76%,5.152,0.46%
,1852,Asanuma,JPX,Construction,129M,60.272B,0.94%,14.338,0.26%
,1853,Mori-Gumi,JPX,Construction,6.51M,10.644B,1.52%,15.521,0.13%
,1860,Toda,JPX,Construction,601M,322.094B,1.81%,20.128,0.27%
,1861,Kumagai Gumi,JPX,Construction,389M,158.056B,1.22%,19.105,0.43%
,1866,Kitano Construction,JPX,Construction,43M,21.439B,6.08%,11.411,0.54%
,1867,UEKI,JPX,Construction,9.36M,10.975B,1.64%,8.238,0.13%
,1870,Yahagi Construction,JPX,Construction,81.7M,72.279B,1.68%,16.026,0.20%
,1871,P.S. Mitsubishi Construction,JPX,Construction,73.8M,46.782B,1.60%,9.239,0.65%
,1873,Nihon House Holdings,JPX,Construction,18.7M,13.719B,1.45%,-285.833,0.16%
,1879,Shinnihon,JPX,Construction,190M,97.268B,0.97%,7.917,0.41%
,1882,Toa Road,JPX,Construction,130M,60.951B,2.21%,19.857,0.37%
,1884,Nippon Road,JPX,Construction,151M,79.713B,1.10%,15.774,0.72%
,1885,Toa,JPX,Construction,199M,82.056B,0.88%,8.103,0.35%
,1887,JDC,JPX,Construction,54.8M,39.238B,0.86%,12.085,0.23%
,1888,Wakachiku Construction,JPX,Construction,36.3M,44.137B,2.27%,8.107,0.22%
,1890,TOYO Construction,JPX,Construction,499M,134.966B,1.41%,19.286,0.76%
,1893,Penta-Ocean Construction,JPX,Construction,906M,188.149B,1.24%,10.585,0.49%
,1897,Kaneshita Construction,JPX,Construction,1.78M,6.379B,0.61%,23.646,0.05%
,1898,Seikitokyu Kogyo,JPX,Construction,469M,63.747B,2.20%,23.257,1.42%
,1899,Fukuda,JPX,Construction,85.5M,47.995B,2.81%,14.497,0.29%
,1904,Taisei Oncho,JPX,Construction,31.8M,26.955B,1.39%,13.484,0.25%
,1905,TENOX,JPX,Construction,1.89M,8.259B,1.44%,17.556,0.04%
,1911,Sumitomo Forestry,JPX,Construction,6.69B,1.050T,1.78%,10.251,0.81%
,1914,Japan Foundation Engineering,JPX,Construction,40.1M,12.070B,2.43%,24.094,0.65%
,6853,Kyowa Electronic Instruments,JPX,Electric Appliances,23.8M,12.239B,1.54%,13.674,0.28%
,6855,Japan Electronic Materials,JPX,Electric Appliances,1.3B,46.475B,5.66%,17.756,3.35%
,6856,Horiba,JPX,Electric Appliances,7.81B,517.276B,4.48%,12.995,1.71%
,6857,Advantest,JPX,Electric Appliances,77.8B,4.606T,2.01%,74.121,1.71%
,6858,ONO Sokki,JPX,Electric Appliances,48.2M,7.318B,2.12%,16.921,1.09%
,6859,ESPEC,JPX,Electric Appliances,136M,69.645B,1.74%,14.015,0.27%
,6861,Keyence,JPX,Electric Appliances,37.5B,17.105T,2.70%,46.275,0.24%
,6862,Minato Holdings,JPX,Electric Appliances,42.8M,5.31B,2.34%,9.214,1.07%
,6863,Nireco,JPX,Electric Appliances,31.9M,11.183B,4.92%,13.137,0.50%
,6864,NF Holdings,JPX,Electric Appliances,5.55M,7.784B,1.79%,17.03,0.11%
,6866,Hioki E.E.,JPX,Electric Appliances,182M,92.184B,1.46%,14.563,0.28%
,6867,Leader Electronics,JPX,Electric Appliances,1.58M,1.959B,1.87%,-4.04,0.11%
,6869,Sysmex,JPX,Electric Appliances,3.71B,1.603T,1.79%,32.452,0.27%
